startname,endname,length,line
白石桥南,国家图书馆,1096,9号线
白堆子,白石桥南,1044,9号线
军事博物馆,白堆子,1912,9号线
北京西站,军事博物馆,1398,9号线
六里桥东,北京西站,1171,9号线
六里桥,六里桥东,1309,9号线
七里庄,六里桥,1779,9号线
丰台东大街,七里庄,1326,9号线
丰台南路,丰台东大街,1585,9号线
科怡路,丰台南路,980,9号线
丰台科技园,科怡路,788,9号线
郭公庄,丰台科技园,1348,9号线
国家图书馆,白石桥南,1096,9号线
白石桥南,白堆子,1044,9号线
白堆子,军事博物馆,1912,9号线
军事博物馆,北京西站,1398,9号线
北京西站,六里桥东,1171,9号线
六里桥东,六里桥,1309,9号线
六里桥,七里庄,1779,9号线
七里庄,丰台东大街,1326,9号线
丰台东大街,丰台南路,1585,9号线
丰台南路,科怡路,980,9号线
科怡路,丰台科技园,788,9号线
丰台科技园,郭公庄,1348,9号线
